sampler,device,alpha_reg,fit,debias,Dmin,Dmax,points,alpha_Dmax_mean,alpha_Dmax_lo,alpha_Dmax_hi,pass_alpha_CI_zero,intercept_mu,intercept_lo,intercept_hi,pass_intercept_CI_zero,slope_mu,slope_lo,slope_hi,var_slope_mu,var_slope_lo,var_slope_hi
haar,gpu,signed,wls,lodo,256,32768,8,0.28680465058628957,-0.5377240219678073,1.1087619895343046,True,0.02656888653092624,-0.23120905846265802,0.36327038998119676,True,-36.763914731853255,-205.8873358004036,190.3261714425063,-0.9988960910233657,-1.003636062661953,-0.9945870575636843
