D,invD,trials,alpha,alpha_lo,alpha_hi
256,0.00390625,4500,0.14370822063991134,-0.09317939877716108,0.30183691053721656
512,0.001953125,4500,0.5442617163433359,0.3186178677831772,0.7730370545142614
1024,0.0009765625,4500,0.2354992347217781,-0.06928564615621227,0.7165071346839177
2048,0.00048828125,4500,0.19813872015523856,-0.3907173795669019,0.6540088602341976
