kind,model,dim,param,seed_tag,n,alpha,intercept,alpha_lo,alpha_hi,R2,kendall_tau,spearman_rho,slope_theil_sen,grid_label,size_label
unitary,pswap,d=2,kappa=0.40,0x2097ded4,600,0.21203158587413537,-1.3490828799538999,0.1774515892167478,0.24950649158635382,0.15990919339360588,0.25348914858096827,0.37887821910616415,0.2083612084559478,kappa=0.40,"nS=4,nE=2"
unitary,pswap,d=2,kappa=0.60,0xd980acbc,600,0.2765789806263119,-1.1170883325136984,0.24470870743941645,0.30750886486655005,0.32126992142742217,0.3789872008903728,0.5461752393756649,0.2785952640088478,kappa=0.60,"nS=4,nE=2"
unitary,pswap,d=2,kappa=0.80,0x739040a5,600,0.3124774738460448,-0.9657299170361922,0.27962726566586377,0.34580585971195765,0.3604224609900625,0.39955481357818584,0.5710775863266286,0.30376894066956456,kappa=0.80,"nS=4,nE=2"
unitary,dephasing,d=2,kappa=0.40,0x7677f884,600,0.17190803645286032,-1.0853161314181745,0.0946915762914481,0.25447406019172303,0.1133384445004253,0.2577184195882026,0.31105103069730744,0.2656554024777942,kappa=0.40,"nS=1,nE=1"
unitary,dephasing,d=2,kappa=0.60,0xdb4f5473,600,0.31958346774556906,-0.7318136115128219,0.25298133325001165,0.38568436695053354,0.3686368070901048,0.389860879243183,0.4821646171239364,0.3465089629219743,kappa=0.60,"nS=1,nE=1"
unitary,dephasing,d=2,kappa=0.80,0xa7e334a3,600,0.29073937585186793,-0.5345027508885791,0.2149663415942493,0.36755950002780363,0.2936451014423792,0.3738119087367835,0.4464264622957285,0.34112296365125,kappa=0.80,"nS=1,nE=1"
unitary,dephasing,d=2,kappa=0.40,0x54062a7a,600,0.49060109924978945,-0.858380518879413,0.43709798019100504,0.5366001431688839,0.6393583767153592,0.525230940456316,0.6459825721738116,0.5300583888831476,kappa=0.40,"nS=1,nE=2"
unitary,dephasing,d=2,kappa=0.60,0x483f1670,600,0.580620206607391,-0.6429863658853503,0.534008596300431,0.6167932063251753,0.7673020874943732,0.6204563160823594,0.7629331192586645,0.6129900372319343,kappa=0.60,"nS=1,nE=2"
unitary,dephasing,d=2,kappa=0.80,0xb242cedf,600,0.5967706548145313,-0.46265262906069715,0.5596452178371025,0.6267805327534592,0.8056999868845206,0.6743461324429605,0.8083929122025337,0.653902117536645,kappa=0.80,"nS=1,nE=2"
unitary,dephasing,d=2,kappa=0.40,0xbabae499,600,-0.03532777623932754,-1.2086385865247609,-0.09449504872340662,0.03792302655633798,0.007297858801656898,0.02205898720089037,-0.004183233842316229,0.018269723826211417,kappa=0.40,"nS=2,nE=1"
unitary,dephasing,d=2,kappa=0.60,0x4fd6fe05,600,0.016505006589410717,-0.8470244363116648,-0.048739997276982285,0.09643600744593284,0.0017450139078049043,0.1382749026154702,0.12462417951160973,0.07995940771260837,kappa=0.60,"nS=2,nE=1"
unitary,dephasing,d=2,kappa=0.80,0x455a8a5d,600,-0.06106292251864496,-0.6521111711169945,-0.11961863697427222,0.011744468279809241,0.02681094485762503,0.12191430161380078,0.11518259772943813,0.07421515427042508,kappa=0.80,"nS=2,nE=1"
unitary,dephasing,d=2,kappa=0.40,0x0c3bc659,600,0.6543234304815753,-0.7775309348386913,0.6343541197646643,0.6703469762461715,0.9171071858848262,0.7056427378964941,0.8380484390234416,0.6701948968132408,kappa=0.40,"nS=1,nE=3"
