invD,abs_alpha
0.0078125,0.17289232457265966
0.00390625,0.3568488068399366
0.001953125,0.07525929326402045
0.0009765625,0.3978968111286637
0.00048828125,0.5560194318431592
0.000244140625,0.5796134095683866
0.0001220703125,0.3845209085622451
6.103515625e-05,0.9262426886832116
3.0517578125e-05,0.6498695334509712
