invD,abs_alpha
0.0078125,0.22067486911268855
0.00390625,0.13128639269386636
0.001953125,0.08649388779083587
0.0009765625,0.13369101329373198
0.00048828125,0.016569495048680716
0.000244140625,0.35669912071576154
0.0001220703125,0.3289713805884233
6.103515625e-05,0.5485178106493449
