D,VarY
128.0,0.0011848058601033374
256.0,0.0006004488502881225
512.0,0.00030351004720933843
1024.0,0.00014752335528241375
2048.0,7.574096610237407e-05
4096.0,3.906941527342602e-05
8192.0,1.8937162628265806e-05
16384.0,9.018452624430346e-06
